,acc,loss,lr,test accuracy,test loss,val_acc,val_loss
0,0.69140625,0.575351041770773,9.999999747378752e-05,0.926829268292683,0.26830394934045104,0.9375,0.19586299930233508
1,0.765625,0.4359811238646216,9.999999747378752e-05,0.7317073170731707,0.4523469006721271,0.90625,0.3812125417734933
2,0.828125,0.40550058890949003,9.999999747378752e-05,0.8292682926829268,0.3643115602899343,0.8125,0.5257298822543817
3,0.8203125,0.43059778588212794,9.999999747378752e-05,0.8780487804878049,0.3214016154737825,0.96875,0.07357089433935471
4,0.79296875,0.43105395785096334,9.999999747378752e-05,0.7804878048780488,0.4405821608386582,0.84375,0.3636026953608962
5,0.84765625,0.36113351379572123,9.999999747378752e-05,0.9512195121951219,0.21641131239892097,0.875,0.2436661793399253
6,0.8359375,0.3838258190316992,9.999999747378752e-05,0.8292682926829268,0.41602619167164584,0.96875,0.08448946280259406
7,0.859375,0.2943663818462028,9.999999747378752e-05,0.926829268292683,0.1819756609989648,0.9375,0.09827375906752422
8,0.91015625,0.24519988830944328,9.999999747378752e-05,0.8292682926829268,0.4046201146549897,0.96875,0.05940929188000155
9,0.91796875,0.29666949376223783,9.999999747378752e-05,0.9512195121951219,0.1126690048308441,0.90625,0.1867786030870775
10,0.9296875,0.21220806872096887,9.999999747378752e-05,0.9024390243902439,0.483933416699207,0.96875,0.1081563377265411
11,0.89453125,0.29659346823609667,9.999999747378752e-05,0.9512195121951219,0.11181254791633209,1.0,0.017409152498430558
12,0.921875,0.20709187534157536,9.999999747378752e-05,0.8536585365853658,0.6493930687186301,1.0,0.030610509577172706
13,0.91015625,0.22216209156813704,9.999999747378752e-05,0.9512195121951219,0.18361433952321912,1.0,0.03665328604410689
14,0.9453125,0.1592306455406458,9.999999747378752e-05,0.8780487804878049,0.2897349158656895,0.96875,0.07687783159815353
15,0.90234375,0.23767460843814092,9.999999747378752e-05,0.9512195121951219,0.1583021169330062,1.0,0.00685132970798108
16,0.9296875,0.18257168632734988,9.999999747378752e-05,0.9512195121951219,0.13404268758184534,1.0,0.006683263018487651
17,0.91796875,0.20187876979829866,9.999999747378752e-05,0.9512195121951219,0.12306001807608428,1.0,0.004457137918739917
18,0.95703125,0.15250381388602818,9.999999747378752e-05,0.8536585365853658,0.4916311452394527,0.9375,0.19819343498966457
19,0.94140625,0.1674219495180651,9.999999747378752e-05,0.8292682926829268,0.7561546672952183,0.84375,0.8084677233114261
20,0.9765625,0.08294466389625565,9.999999747378752e-05,0.8536585365853658,0.6905145420733454,1.0,0.0004791129197059263
21,0.9765625,0.06585682979190555,9.999999747378752e-05,0.975609756097561,0.18268219045258047,0.9375,0.10407301944906333
22,0.97265625,0.09579963576284456,9.999999747378752e-05,0.975609756097561,0.07174894515741895,1.0,0.0009487769823008918
23,0.96875,0.14014676920712787,9.999999747378752e-05,0.926829268292683,0.35869651697600297,0.96875,0.32526746845063226
24,0.98828125,0.01673601094517796,9.999999747378752e-05,0.975609756097561,0.04551445106850923,1.0,0.0002914537147455931
25,0.9765625,0.09885051443288773,9.999999747378752e-05,0.975609756097561,0.08220030310238466,1.0,0.0008127532378372493
26,0.9921875,0.0322465288525311,9.999999747378752e-05,0.926829268292683,0.4348985180318319,0.96875,0.26292209919793574
27,0.984375,0.05473275692864521,9.999999747378752e-05,1.0,0.01116307523484715,1.0,0.006184449810705317
28,0.98828125,0.05918119769163366,9.999999747378752e-05,0.975609756097561,0.04222219478896354,1.0,5.534904312654021e-07
29,0.99609375,0.0063623541473372125,9.999999747378752e-05,1.0,0.006881581815264326,1.0,1.9321346822920304e-05
30,0.9921875,0.01771718187169541,9.999999747378752e-05,0.975609756097561,0.047569441648970666,1.0,2.9203695011581488e-05
31,0.9921875,0.017852412112497162,9.999999747378752e-05,0.975609756097561,0.0173485528738688,1.0,0.00019781843201016613
32,0.98828125,0.05172509863329933,9.999999747378752e-05,1.0,3.501543140667464e-05,1.0,1.5705735146198663e-05
33,0.98046875,0.10086774594530629,9.999999747378752e-05,1.0,1.0929667336252284e-05,1.0,3.4368895285297185e-07
34,0.9921875,0.02845179297655298,4.999999873689376e-05,1.0,4.397636763958251e-05,1.0,2.8058784700135675e-06
35,1.0,0.0028562314982295,4.999999873689376e-05,1.0,0.00013287839992172604,1.0,4.7117538892749167e-07
